NAME	TITLE	SCORE	
SLC5A6	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	2.501033	
CDH19	cadherin 19 [Source:HGNC Symbol;Acc:HGNC:1758]	2.496219	
CDH7	cadherin 7 [Source:HGNC Symbol;Acc:HGNC:1766]	2.495009	
CATSPER2	cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]	2.479993	
SLC5A4	solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039]	2.477732	
PPP1R3F	protein phosphatase 1 regulatory subunit 3F [Source:HGNC Symbol;Acc:HGNC:14944]	2.474042	
UTP14C	UTP14C small subunit processome component [Source:HGNC Symbol;Acc:HGNC:20321]	2.47386	
PGAP6	post-glycosylphosphatidylinositol attachment to proteins 6 [Source:HGNC Symbol;Acc:HGNC:17205]	2.470318	
SLCO4A1	solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]	2.459498	
RNF19B	ring finger protein 19B [Source:HGNC Symbol;Acc:HGNC:26886]	2.458403	
CDH6	cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]	2.456144	
SLC22A23	solute carrier family 22 member 23 [Source:HGNC Symbol;Acc:HGNC:21106]	2.455038	
XKR7	XK related 7 [Source:HGNC Symbol;Acc:HGNC:23062]	2.454747	
SLCO1C1	solute carrier organic anion transporter family member 1C1 [Source:HGNC Symbol;Acc:HGNC:13819]	2.448554	
SLC6A11	solute carrier family 6 member 11 [Source:HGNC Symbol;Acc:HGNC:11044]	2.442698	
SLC6A2	solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]	2.441888	
FAM161B	FAM161 centrosomal protein B [Source:HGNC Symbol;Acc:HGNC:19854]	2.438787	
CDH12	cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]	2.436647	
SLC7A2	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	2.434206	
FLVCR1	FLVCR heme transporter 1 [Source:HGNC Symbol;Acc:HGNC:24682]	2.432771	
CD248	CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]	2.429029	
UTP14A	UTP14A small subunit processome component [Source:HGNC Symbol;Acc:HGNC:10665]	2.422783	
FOXK1	forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]	2.410916	
LRRC8E	leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]	2.409115	
ANO9	anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]	2.406743	
CDH5	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]	2.395724	
GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	2.391981	
SLC7A4	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	2.390568	
CDH8	cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]	2.390241	
RNF43	ring finger protein 43 [Source:HGNC Symbol;Acc:HGNC:18505]	2.385149	
SLCO2B1	solute carrier organic anion transporter family member 2B1 [Source:HGNC Symbol;Acc:HGNC:10962]	2.378838	
SLC23A2	solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973]	2.378432	
TXLNB	taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617]	2.378209	
CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]	2.375746	
SLCO1B1	solute carrier organic anion transporter family member 1B1 [Source:HGNC Symbol;Acc:HGNC:10959]	2.373623	
SLC5A8	solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]	2.372821	
APP	amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]	2.371638	
SLC28A3	solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]	2.371535	
ALG9	ALG9 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]	2.368057	
LRP10	LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]	2.366119	
SLC5A7	solute carrier family 5 member 7 [Source:HGNC Symbol;Acc:HGNC:14025]	2.365294	
RFWD3	ring finger and WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:25539]	2.363748	
SLC9A9	solute carrier family 9 member A9 [Source:HGNC Symbol;Acc:HGNC:20653]	2.363021	
SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	2.359991	
PWWP3B	PWWP domain containing 3B [Source:HGNC Symbol;Acc:HGNC:26583]	2.35554	
SLC15A2	solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921]	2.354593	
PTCHD3	patched domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24776]	2.348043	
SLCO1B3	solute carrier organic anion transporter family member 1B3 [Source:HGNC Symbol;Acc:HGNC:10961]	2.347299	
SLC6A1	solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042]	2.346476	
SLC34A2	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]	2.343798	
PDZD4	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	2.340657	
TRPC1	transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333]	2.337409	
STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172]	2.327214	
ABCD1	ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61]	2.322689	
TMCO3	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]	2.322234	
SLC6A14	solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]	2.321883	
SLC26A5	solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359]	2.317438	
E4F1	E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]	2.315581	
SLC26A3	solute carrier family 26 member 3 [Source:HGNC Symbol;Acc:HGNC:3018]	2.312728	
SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	2.308897	
TMEM87A	transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]	2.30863	
TSGA10	testis specific 10 [Source:HGNC Symbol;Acc:HGNC:14927]	2.302153	
SASS6	SAS-6 centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:25403]	2.300673	
PTH1R	parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]	2.297837	
SLC6A3	solute carrier family 6 member 3 [Source:HGNC Symbol;Acc:HGNC:11049]	2.297413	
CLCC1	chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]	2.293624	
TRPV2	transient receptor potential cation channel subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:18082]	2.291961	
SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	2.287039	
SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	2.280733	
VEZT	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]	2.280468	
TBC1D12	TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082]	2.269794	
SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]	2.269553	
SLC19A1	solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]	2.262678	
SLC15A5	solute carrier family 15 member 5 [Source:HGNC Symbol;Acc:HGNC:33455]	2.260316	
TMEM121B	transmembrane protein 121B [Source:HGNC Symbol;Acc:HGNC:1844]	2.258575	
TM9SF4	transmembrane 9 superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:30797]	2.257348	
SLC28A1	solute carrier family 28 member 1 [Source:HGNC Symbol;Acc:HGNC:11001]	2.252422	
ADGRG7	adhesion G protein-coupled receptor G7 [Source:HGNC Symbol;Acc:HGNC:19241]	2.239848	
FZD3	frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]	2.237382	
PKD2L2	polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]	2.227626	
CCDC38	coiled-coil domain containing 38 [Source:HGNC Symbol;Acc:HGNC:26843]	2.21908	
YY1AP1	YY1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30935]	2.218451	
XPR1	xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]	2.213673	
CLCNKB	chloride voltage-gated channel Kb [Source:HGNC Symbol;Acc:HGNC:2027]	2.212406	
SPIRE1	spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]	2.204417	
SLC7A3	solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]	2.194765	
BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:HGNC:17105]	2.194206	
FAM189A1	family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075]	2.192059	
CDH9	cadherin 9 [Source:HGNC Symbol;Acc:HGNC:1768]	2.189457	
TM9SF2	transmembrane 9 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11865]	2.185185	
LBR	lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]	2.182024	
OTOP1	otopetrin 1 [Source:HGNC Symbol;Acc:HGNC:19656]	2.181899	
SV2A	synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]	2.176061	
TRPV6	transient receptor potential cation channel subfamily V member 6 [Source:HGNC Symbol;Acc:HGNC:14006]	2.168007	
LEMD2	LEM domain nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:21244]	2.16697	
SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]	2.164865	
DOLK	dolichol kinase [Source:HGNC Symbol;Acc:HGNC:23406]	2.163586	
SLC5A10	solute carrier family 5 member 10 [Source:HGNC Symbol;Acc:HGNC:23155]	2.163046	
KCNN2	potassium calcium-activated channel subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:6291]	2.154911	
SLC6A4	solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]	2.15299	
SLC20A1	solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946]	2.150656	
TLK1	tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]	2.144923	
ZDHHC13	zinc finger DHHC-type palmitoyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:18413]	2.138543	
LMBRD1	LMBR1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23038]	2.133201	
DNAJC14	DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]	2.132586	
TMEM266	transmembrane protein 266 [Source:HGNC Symbol;Acc:HGNC:26763]	2.130716	
SOAT1	sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]	2.128397	
RNF180	ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]	2.12395	
SLC20A2	solute carrier family 20 member 2 [Source:HGNC Symbol;Acc:HGNC:10947]	2.119195	
SLC34A1	solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019]	2.117299	
KRT3	keratin 3 [Source:HGNC Symbol;Acc:HGNC:6440]	2.116865	
SLC26A7	solute carrier family 26 member 7 [Source:HGNC Symbol;Acc:HGNC:14467]	2.113891	
SLC24A2	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]	2.113369	
TAP2	transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]	2.109327	
ADRA1D	adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]	2.101411	
ABLIM3	actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]	2.093193	
TM9SF3	transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]	2.092732	
CLCNKA	chloride voltage-gated channel Ka [Source:HGNC Symbol;Acc:HGNC:2026]	2.09104	
KCNA4	potassium voltage-gated channel subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:6222]	2.086373	
SLC26A1	solute carrier family 26 member 1 [Source:HGNC Symbol;Acc:HGNC:10993]	2.082763	
CDHR4	cadherin related family member 4 [Source:HGNC Symbol;Acc:HGNC:34527]	2.076806	
RXFP1	relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]	2.076521	
KCND3	potassium voltage-gated channel subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:6239]	2.076438	
TRPV3	transient receptor potential cation channel subfamily V member 3 [Source:HGNC Symbol;Acc:HGNC:18084]	2.0757	
PANX2	pannexin 2 [Source:HGNC Symbol;Acc:HGNC:8600]	2.075027	
SLC47A1	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]	2.07493	
XRRA1	X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:HGNC:18868]	2.073594	
GPR176	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]	2.067139	
TMEM39A	transmembrane protein 39A [Source:HGNC Symbol;Acc:HGNC:25600]	2.065146	
SLC15A1	solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]	2.062544	
TLK2	tousled like kinase 2 [Source:HGNC Symbol;Acc:HGNC:11842]	2.062113	
KCND1	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]	2.059502	
GPR107	G protein-coupled receptor 107 [Source:HGNC Symbol;Acc:HGNC:17830]	2.058924	
CDH11	cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]	2.056894	
SLC26A11	solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471]	2.055571	
GRAMD1A	GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]	2.053023	
C2CD2	C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]	2.0511	
MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]	2.048241	
MARVELD2	MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]	2.048134	
WLS	Wnt ligand secretion mediator [Source:HGNC Symbol;Acc:HGNC:30238]	2.046452	
FZD8	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]	2.044735	
GHR	growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]	2.039357	
SLC47A2	solute carrier family 47 member 2 [Source:HGNC Symbol;Acc:HGNC:26439]	2.038282	
ABLIM1	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]	2.035197	
SLC6A19	solute carrier family 6 member 19 [Source:HGNC Symbol;Acc:HGNC:27960]	2.033824	
SLC28A2	solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]	2.025685	
SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	2.019373	
SLC8B1	solute carrier family 8 member B1 [Source:HGNC Symbol;Acc:HGNC:26175]	2.018343	
SLC24A4	solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]	2.014182	
CDH18	cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]	2.009023	
CCPG1	cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]	2.007197	
PECAM1	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	2.007118	
TMEM117	transmembrane protein 117 [Source:HGNC Symbol;Acc:HGNC:25308]	2.00238	
SLC9A8	solute carrier family 9 member A8 [Source:HGNC Symbol;Acc:HGNC:20728]	2.000597	
SV2C	synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]	1.991572	
HAP1	huntingtin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4812]	1.988075	
SLCO6A1	solute carrier organic anion transporter family member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]	1.987844	
ANKH	ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]	1.987152	
UNC93B1	unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]	1.986987	
ABCB7	ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]	1.986596	
ZNF710	zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]	1.984541	
USHBP1	USH1 protein network component harmonin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24058]	1.979878	
KIRREL3	kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204]	1.978967	
LMBR1L	limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]	1.978338	
