NAME	TITLE	SCORE	
LTC4S	leukotriene C4 synthase [Source:HGNC Symbol;Acc:HGNC:6719]	2.55061	
KRTAP6-1	keratin associated protein 6-1 [Source:HGNC Symbol;Acc:HGNC:18931]	2.550278	
TMEM14B	transmembrane protein 14B [Source:HGNC Symbol;Acc:HGNC:21384]	2.545033	
ATP6V0B	ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]	2.538254	
PMP22	peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]	2.523404	
TEX261	testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]	2.523297	
TMEM203	transmembrane protein 203 [Source:HGNC Symbol;Acc:HGNC:28217]	2.51513	
EMC6	ER membrane protein complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:28430]	2.503871	
TAS2R41	taste 2 receptor member 41 [Source:HGNC Symbol;Acc:HGNC:18883]	2.489791	
OST4	oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]	2.484803	
TMEM138	transmembrane protein 138 [Source:HGNC Symbol;Acc:HGNC:26944]	2.481769	
KRTAP19-5	keratin associated protein 19-5 [Source:HGNC Symbol;Acc:HGNC:18940]	2.479026	
KRTAP19-7	keratin associated protein 19-7 [Source:HGNC Symbol;Acc:HGNC:18942]	2.473463	
SMIM10L2B	small integral membrane protein 10 like 2B [Source:HGNC Symbol;Acc:HGNC:34500]	2.469579	
SMIM10L2A	small integral membrane protein 10 like 2A [Source:HGNC Symbol;Acc:HGNC:34499]	2.469579	
MTRNR2L11	MT-RNR2 like 11 [Source:HGNC Symbol;Acc:HGNC:37168]	2.469046	
CMTM7	CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178]	2.463848	
ATP6V0C	ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]	2.462374	
KRTAP6-2	keratin associated protein 6-2 [Source:HGNC Symbol;Acc:HGNC:18932]	2.459915	
OR4C3	olfactory receptor family 4 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:14697]	2.459553	
OR14A2	olfactory receptor family 14 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15024]	2.458566	
CYB561A3	cytochrome b561 family member A3 [Source:HGNC Symbol;Acc:HGNC:23014]	2.456226	
APH1B	aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]	2.452249	
OR8B8	olfactory receptor family 8 subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:8477]	2.435679	
KDELR1	KDEL endoplasmic reticulum protein retention receptor 1 [Source:HGNC Symbol;Acc:HGNC:6304]	2.425845	
TAS2R8	taste 2 receptor member 8 [Source:HGNC Symbol;Acc:HGNC:14915]	2.42322	
LIM2	lens intrinsic membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6610]	2.420617	
OR4X2	olfactory receptor family 4 subfamily X member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15184]	2.409009	
TMEM14A	transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]	2.401422	
GYPE	glycophorin E (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4705]	2.396819	
TMEM60	transmembrane protein 60 [Source:HGNC Symbol;Acc:HGNC:21754]	2.395981	
TMEM182	transmembrane protein 182 [Source:HGNC Symbol;Acc:HGNC:26391]	2.391723	
VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]	2.386357	
PLN	phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]	2.383018	
DRAM1	DNA damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645]	2.381107	
OR9A4	olfactory receptor family 9 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15095]	2.368666	
OR4K13	olfactory receptor family 4 subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:15351]	2.365033	
OR13F1	olfactory receptor family 13 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:14723]	2.360443	
TAS2R16	taste 2 receptor member 16 [Source:HGNC Symbol;Acc:HGNC:14921]	2.357067	
SLC35E3	solute carrier family 35 member E3 [Source:HGNC Symbol;Acc:HGNC:20864]	2.356607	
OR5D14	olfactory receptor family 5 subfamily D member 14 [Source:HGNC Symbol;Acc:HGNC:15281]	2.354346	
PLLP	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]	2.353854	
OR4Q3	olfactory receptor family 4 subfamily Q member 3 [Source:HGNC Symbol;Acc:HGNC:15426]	2.351163	
OR6B1	olfactory receptor family 6 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:8354]	2.35055	
OR13C3	olfactory receptor family 13 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:14704]	2.347754	
OR6Q1	olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15302]	2.338768	
OR9Q1	olfactory receptor family 9 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:14724]	2.334612	
MRLN	myoregulin [Source:HGNC Symbol;Acc:HGNC:48649]	2.32496	
SMIM10L1	small integral membrane protein 10 like 1 [Source:HGNC Symbol;Acc:HGNC:49847]	2.324113	
SLC31A2	solute carrier family 31 member 2 [Source:HGNC Symbol;Acc:HGNC:11017]	2.32351	
TAS2R50	taste 2 receptor member 50 [Source:HGNC Symbol;Acc:HGNC:18882]	2.322413	
OR2M2	olfactory receptor family 2 subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:8268]	2.321018	
OR8K3	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313]	2.319523	
IER3IP1	immediate early response 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18550]	2.315383	
TMEM250	transmembrane protein 250 [Source:HGNC Symbol;Acc:HGNC:31009]	2.303796	
OR52H1	olfactory receptor family 52 subfamily H member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15218]	2.300304	
TMEM150B	transmembrane protein 150B [Source:HGNC Symbol;Acc:HGNC:34415]	2.295919	
KRTAP19-1	keratin associated protein 19-1 [Source:HGNC Symbol;Acc:HGNC:18936]	2.294466	
OR4K2	olfactory receptor family 4 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14728]	2.293819	
TAS2R13	taste 2 receptor member 13 [Source:HGNC Symbol;Acc:HGNC:14919]	2.293725	
OR1E2	olfactory receptor family 1 subfamily E member 2 [Source:HGNC Symbol;Acc:HGNC:8190]	2.2906	
OR10R2	olfactory receptor family 10 subfamily R member 2 [Source:HGNC Symbol;Acc:HGNC:14820]	2.290119	
CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]	2.286873	
OR52A1	olfactory receptor family 52 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8318]	2.284126	
MRGPRG	MAS related GPR family member G [Source:HGNC Symbol;Acc:HGNC:24829]	2.282908	
TMEM47	transmembrane protein 47 [Source:HGNC Symbol;Acc:HGNC:18515]	2.282473	
OR11H4	olfactory receptor family 11 subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:15347]	2.281096	
TAS2R42	taste 2 receptor member 42 [Source:HGNC Symbol;Acc:HGNC:18888]	2.279625	
TMEM107	transmembrane protein 107 [Source:HGNC Symbol;Acc:HGNC:28128]	2.279364	
OR4P4	olfactory receptor family 4 subfamily P member 4 [Source:HGNC Symbol;Acc:HGNC:15180]	2.277973	
MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455]	2.275534	
OR6N2	olfactory receptor family 6 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:15035]	2.27485	
OR14I1	olfactory receptor family 14 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:19575]	2.27286	
OR52E6	olfactory receptor family 52 subfamily E member 6 [Source:HGNC Symbol;Acc:HGNC:15215]	2.270705	
SFT2D1	SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]	2.268251	
OR4F6	olfactory receptor family 4 subfamily F member 6 [Source:HGNC Symbol;Acc:HGNC:15372]	2.267676	
GJE1	gap junction protein epsilon 1 [Source:HGNC Symbol;Acc:HGNC:33251]	2.26332	
OR2L5	olfactory receptor family 2 subfamily L member 5 [Source:HGNC Symbol;Acc:HGNC:15011]	2.260641	
TMEM212	transmembrane protein 212 [Source:HGNC Symbol;Acc:HGNC:34295]	2.260423	
MT-CYB	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]	2.258913	
OR10AG1	olfactory receptor family 10 subfamily AG member 1 [Source:HGNC Symbol;Acc:HGNC:19607]	2.257516	
OR4A5	olfactory receptor family 4 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:15162]	2.251598	
PIGF	phosphatidylinositol glycan anchor biosynthesis class F [Source:HGNC Symbol;Acc:HGNC:8962]	2.25013	
OR52K2	olfactory receptor family 52 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15223]	2.249322	
OR52A5	olfactory receptor family 52 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:19580]	2.249056	
EBPL	EBP like [Source:HGNC Symbol;Acc:HGNC:18061]	2.242951	
OR4X1	olfactory receptor family 4 subfamily X member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14854]	2.242514	
CYB561D1	cytochrome b561 family member D1 [Source:HGNC Symbol;Acc:HGNC:26804]	2.238776	
OR4C5	olfactory receptor family 4 subfamily C member 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14702]	2.237961	
OR2AT4	olfactory receptor family 2 subfamily AT member 4 [Source:HGNC Symbol;Acc:HGNC:19620]	2.235099	
OR5T1	olfactory receptor family 5 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14821]	2.230197	
TMEM170B	transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]	2.22392	
OR4F15	olfactory receptor family 4 subfamily F member 15 [Source:HGNC Symbol;Acc:HGNC:15078]	2.222331	
CYB561D2	cytochrome b561 family member D2 [Source:HGNC Symbol;Acc:HGNC:30253]	2.217543	
CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	2.214939	
APH1A	aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]	2.208084	
SRD5A3	steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812]	2.205067	
OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14703]	2.205034	
OR1B1	olfactory receptor family 1 subfamily B member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8181]	2.202987	
OR8I2	olfactory receptor family 8 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15310]	2.201864	
TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]	2.200971	
OR13C4	olfactory receptor family 13 subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:14722]	2.199508	
NKAIN3	sodium/potassium transporting ATPase interacting 3 [Source:HGNC Symbol;Acc:HGNC:26829]	2.198131	
OR10H3	olfactory receptor family 10 subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:8174]	2.196703	
OR8D1	olfactory receptor family 8 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:8481]	2.195082	
NKAIN4	sodium/potassium transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:HGNC:16191]	2.194065	
OR5J2	olfactory receptor family 5 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:19612]	2.193643	
OR52J3	olfactory receptor family 52 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:14799]	2.19003	
OR52B6	olfactory receptor family 52 subfamily B member 6 [Source:HGNC Symbol;Acc:HGNC:15211]	2.190017	
LHFPL3	LHFPL tetraspan subfamily member 3 [Source:HGNC Symbol;Acc:HGNC:6589]	2.184575	
OR4K5	olfactory receptor family 4 subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:14745]	2.183423	
OR5M3	olfactory receptor family 5 subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:14806]	2.183323	
OR1E1	olfactory receptor family 1 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:8189]	2.182483	
TAS2R19	taste 2 receptor member 19 [Source:HGNC Symbol;Acc:HGNC:19108]	2.1753	
OR8B4	olfactory receptor family 8 subfamily B member 4 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8473]	2.174092	
OR51B4	olfactory receptor family 51 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:14708]	2.173454	
SYS1	SYS1 golgi trafficking protein [Source:HGNC Symbol;Acc:HGNC:16162]	2.169004	
OR8K5	olfactory receptor family 8 subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:15315]	2.167567	
OR4A16	olfactory receptor family 4 subfamily A member 16 [Source:HGNC Symbol;Acc:HGNC:15153]	2.167276	
GPR160	G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693]	2.165886	
OR4C15	olfactory receptor family 4 subfamily C member 15 [Source:HGNC Symbol;Acc:HGNC:15171]	2.165866	
OR1Q1	olfactory receptor family 1 subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:8223]	2.164754	
OR4L1	olfactory receptor family 4 subfamily L member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15356]	2.164635	
CLDN4	claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]	2.162748	
SURF4	surfeit 4 [Source:HGNC Symbol;Acc:HGNC:11476]	2.161392	
ACER2	alkaline ceramidase 2 [Source:HGNC Symbol;Acc:HGNC:23675]	2.159151	
OR2J1	olfactory receptor family 2 subfamily J member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8259]	2.157535	
TLCD4	TLC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26477]	2.156717	
OR10H1	olfactory receptor family 10 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8172]	2.153473	
OR52M1	olfactory receptor family 52 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:15225]	2.153133	
OR1L4	olfactory receptor family 1 subfamily L member 4 [Source:HGNC Symbol;Acc:HGNC:8216]	2.151848	
ALG10B	ALG10 alpha-1,2-glucosyltransferase B [Source:HGNC Symbol;Acc:HGNC:31088]	2.149931	
OR5W2	olfactory receptor family 5 subfamily W member 2 [Source:HGNC Symbol;Acc:HGNC:15299]	2.147372	
PERP	p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]	2.147326	
EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	2.147141	
OR14K1	olfactory receptor family 14 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15025]	2.144063	
OR12D3	olfactory receptor family 12 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:13963]	2.141837	
OR5AS1	olfactory receptor family 5 subfamily AS member 1 [Source:HGNC Symbol;Acc:HGNC:15261]	2.14145	
TMEM86B	transmembrane protein 86B [Source:HGNC Symbol;Acc:HGNC:28448]	2.140745	
OR2L2	olfactory receptor family 2 subfamily L member 2 [Source:HGNC Symbol;Acc:HGNC:8266]	2.140577	
KDELR3	KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]	2.139415	
OR1F1	olfactory receptor family 1 subfamily F member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8194]	2.136808	
OR8K1	olfactory receptor family 8 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14831]	2.136419	
XKR9	XK related 9 [Source:HGNC Symbol;Acc:HGNC:20937]	2.136189	
OR51I1	olfactory receptor family 51 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15200]	2.136027	
ALG10	ALG10 alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]	2.135728	
OR2A12	olfactory receptor family 2 subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:15082]	2.132992	
TAS2R10	taste 2 receptor member 10 [Source:HGNC Symbol;Acc:HGNC:14918]	2.132126	
DAD1	defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]	2.1315	
OR4K14	olfactory receptor family 4 subfamily K member 14 [Source:HGNC Symbol;Acc:HGNC:15352]	2.126828	
MMD	monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]	2.126675	
OR13G1	olfactory receptor family 13 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:14999]	2.122803	
NKAIN1	sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743]	2.121241	
OR4C16	olfactory receptor family 4 subfamily C member 16 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15172]	2.120007	
OR14C36	olfactory receptor family 14 subfamily C member 36 [Source:HGNC Symbol;Acc:HGNC:15026]	2.119745	
OR13D1	olfactory receptor family 13 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:14695]	2.119481	
ACER3	alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]	2.119323	
OR5B2	olfactory receptor family 5 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:8323]	2.116272	
OR6C3	olfactory receptor family 6 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:15437]	2.116212	
OR14A16	olfactory receptor family 14 subfamily A member 16 [Source:HGNC Symbol;Acc:HGNC:15022]	2.115094	
SFT2D2	SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]	2.114868	
OR52B2	olfactory receptor family 52 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15207]	2.11391	
MGST2	microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]	2.113899	
TMEM144	transmembrane protein 144 [Source:HGNC Symbol;Acc:HGNC:25633]	2.112151	
MRGPRX2	MAS related GPR family member X2 [Source:HGNC Symbol;Acc:HGNC:17983]	2.110887	
OSTC	oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]	2.107592	
TM4SF19	transmembrane 4 L six family member 19 [Source:HGNC Symbol;Acc:HGNC:25167]	2.107511	
OR10H2	olfactory receptor family 10 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8173]	2.107285	
SUCNR1	succinate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4542]	2.107114	
OR10K2	olfactory receptor family 10 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14826]	2.106188	
OR5H14	olfactory receptor family 5 subfamily H member 14 [Source:HGNC Symbol;Acc:HGNC:31286]	2.10472	
OR6K6	olfactory receptor family 6 subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:15033]	2.103789	
OR10A4	olfactory receptor family 10 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:15130]	2.103583	
ADORA3	adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]	2.102895	
OR8B12	olfactory receptor family 8 subfamily B member 12 [Source:HGNC Symbol;Acc:HGNC:15307]	2.102661	
OR4N4	olfactory receptor family 4 subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:15375]	2.102147	
OR2T29	olfactory receptor family 2 subfamily T member 29 [Source:HGNC Symbol;Acc:HGNC:31253]	2.095592	
SLC49A4	solute carrier family 49 member 4 [Source:HGNC Symbol;Acc:HGNC:16628]	2.09554	
OR2T5	olfactory receptor family 2 subfamily T member 5 [Source:HGNC Symbol;Acc:HGNC:15017]	2.095073	
KRTCAP2	keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]	2.094762	
OR2A7	olfactory receptor family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:8234]	2.092855	
OR6B2	olfactory receptor family 6 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15041]	2.092406	
OR4K1	olfactory receptor family 4 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14726]	2.091439	
OR52K1	olfactory receptor family 52 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15222]	2.091197	
OR10H5	olfactory receptor family 10 subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:15389]	2.090569	
DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]	2.089805	
TMEM35B	transmembrane protein 35B [Source:HGNC Symbol;Acc:HGNC:40021]	2.089682	
OR5AP2	olfactory receptor family 5 subfamily AP member 2 [Source:HGNC Symbol;Acc:HGNC:15258]	2.08871	
OR8U1	olfactory receptor family 8 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:19611]	2.087636	
OR10A3	olfactory receptor family 10 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8162]	2.085907	
OR10G3	olfactory receptor family 10 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:8171]	2.083102	
KRTAP19-6	keratin associated protein 19-6 [Source:HGNC Symbol;Acc:HGNC:18941]	2.082259	
OR5M8	olfactory receptor family 5 subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:14846]	2.082099	
OR5A2	olfactory receptor family 5 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15249]	2.081605	
PSENEN	presenilin enhancer, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:30100]	2.081233	
OR2L8	olfactory receptor family 2 subfamily L member 8 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15014]	2.08031	
OR5A1	olfactory receptor family 5 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8319]	2.076029	
OR5AC2	olfactory receptor family 5 subfamily AC member 2 [Source:HGNC Symbol;Acc:HGNC:15431]	2.075306	
OR51I2	olfactory receptor family 51 subfamily I member 2 [Source:HGNC Symbol;Acc:HGNC:15201]	2.075244	
OR13H1	olfactory receptor family 13 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14755]	2.074241	
OR7G1	olfactory receptor family 7 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8465]	2.074059	
